config_id,vision_encoder,text_encoder,variant,task,metric,value,best_epoch,checkpoint,mode,split_role,dataset_split
convnext_tiny__e5_small_v2__baseline,convnext_tiny,e5_small_v2,baseline,coco_retrieval,coco5_mean_rank_i2t,33.07460021972656,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__e5_small_v2__baseline,convnext_tiny,e5_small_v2,baseline,coco_retrieval,coco5_median_rank_i2t,9.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__e5_small_v2__baseline,convnext_tiny,e5_small_v2,baseline,coco_retrieval,coco5_t2i_R@1,0.1390421390533447,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__e5_small_v2__baseline,convnext_tiny,e5_small_v2,baseline,coco_retrieval,coco5_t2i_R@5,0.3604781329631805,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__e5_small_v2__baseline,convnext_tiny,e5_small_v2,baseline,coco_retrieval,coco5_t2i_R@10,0.4998400807380676,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__e5_small_v2__baseline,convnext_tiny,e5_small_v2,baseline,coco_retrieval,coco5_mean_rank_t2i,34.15951156616211,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__e5_small_v2__baseline,convnext_tiny,e5_small_v2,baseline,coco_retrieval,coco5_median_rank_t2i,11.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__e5_small_v2__baseline,convnext_tiny,e5_small_v2,baseline,coco_retrieval,coco5_num_image_queries,5000.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__e5_small_v2__baseline,convnext_tiny,e5_small_v2,baseline,coco_retrieval,coco5_num_text_queries,25014.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__all_minilm_l6_v2__baseline,convnextv2_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_i2t_R@1,0.1700000017881393,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__all_minilm_l6_v2__baseline,convnextv2_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_i2t_R@5,0.4199999868869781,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__all_minilm_l6_v2__baseline,convnextv2_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_i2t_R@10,0.5669999718666077,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__all_minilm_l6_v2__baseline,convnextv2_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_mean_rank_i2t,28.9955997467041,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__all_minilm_l6_v2__baseline,convnextv2_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_median_rank_i2t,8.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__all_minilm_l6_v2__baseline,convnextv2_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_t2i_R@1,0.1502358615398407,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__all_minilm_l6_v2__baseline,convnextv2_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_t2i_R@5,0.3875029981136322,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__all_minilm_l6_v2__baseline,convnextv2_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_t2i_R@10,0.5280243158340454,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__all_minilm_l6_v2__baseline,convnextv2_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_mean_rank_t2i,34.116214752197266,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__all_minilm_l6_v2__baseline,convnextv2_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_median_rank_t2i,9.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__all_minilm_l6_v2__baseline,convnextv2_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_num_image_queries,5000.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__all_minilm_l6_v2__baseline,convnextv2_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_num_text_queries,25014.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__bge_small_en__baseline,convnextv2_tiny,bge_small_en,baseline,coco_retrieval,coco5_i2t_R@1,0.1705999970436096,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__bge_small_en__baseline,convnextv2_tiny,bge_small_en,baseline,coco_retrieval,coco5_i2t_R@5,0.4081999957561493,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__bge_small_en__baseline,convnextv2_tiny,bge_small_en,baseline,coco_retrieval,coco5_i2t_R@10,0.5461999773979187,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__bge_small_en__baseline,convnextv2_tiny,bge_small_en,baseline,coco_retrieval,coco5_mean_rank_i2t,30.01160049438477,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__bge_small_en__baseline,convnextv2_tiny,bge_small_en,baseline,coco_retrieval,coco5_median_rank_i2t,8.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__bge_small_en__baseline,convnextv2_tiny,bge_small_en,baseline,coco_retrieval,coco5_t2i_R@1,0.1453985720872879,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__bge_small_en__baseline,convnextv2_tiny,bge_small_en,baseline,coco_retrieval,coco5_t2i_R@5,0.3785480260848999,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__bge_small_en__baseline,convnextv2_tiny,bge_small_en,baseline,coco_retrieval,coco5_t2i_R@10,0.5184696316719055,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__bge_small_en__baseline,convnextv2_tiny,bge_small_en,baseline,coco_retrieval,coco5_mean_rank_t2i,34.97273635864258,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__bge_small_en__baseline,convnextv2_tiny,bge_small_en,baseline,coco_retrieval,coco5_median_rank_t2i,10.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__bge_small_en__baseline,convnextv2_tiny,bge_small_en,baseline,coco_retrieval,coco5_num_image_queries,5000.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__bge_small_en__baseline,convnextv2_tiny,bge_small_en,baseline,coco_retrieval,coco5_num_text_queries,25014.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__distilbert__baseline,convnextv2_tiny,distilbert,baseline,coco_retrieval,coco5_i2t_R@1,0.1129999980330467,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__distilbert__baseline,convnextv2_tiny,distilbert,baseline,coco_retrieval,coco5_i2t_R@5,0.3192000091075897,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__distilbert__baseline,convnextv2_tiny,distilbert,baseline,coco_retrieval,coco5_i2t_R@10,0.4523999989032745,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__distilbert__baseline,convnextv2_tiny,distilbert,baseline,coco_retrieval,coco5_mean_rank_i2t,41.73419952392578,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__distilbert__baseline,convnextv2_tiny,distilbert,baseline,coco_retrieval,coco5_median_rank_i2t,13.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__distilbert__baseline,convnextv2_tiny,distilbert,baseline,coco_retrieval,coco5_t2i_R@1,0.1056208536028862,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__distilbert__baseline,convnextv2_tiny,distilbert,baseline,coco_retrieval,coco5_t2i_R@5,0.2981530427932739,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__distilbert__baseline,convnextv2_tiny,distilbert,baseline,coco_retrieval,coco5_t2i_R@10,0.4258815050125122,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__distilbert__baseline,convnextv2_tiny,distilbert,baseline,coco_retrieval,coco5_mean_rank_t2i,48.44610977172852,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__distilbert__baseline,convnextv2_tiny,distilbert,baseline,coco_retrieval,coco5_median_rank_t2i,15.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__distilbert__baseline,convnextv2_tiny,distilbert,baseline,coco_retrieval,coco5_num_image_queries,5000.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__distilbert__baseline,convnextv2_tiny,distilbert,baseline,coco_retrieval,coco5_num_text_queries,25014.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__e5_small_v2__baseline,convnextv2_tiny,e5_small_v2,baseline,coco_retrieval,coco5_i2t_R@1,0.1570000052452087,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__e5_small_v2__baseline,convnextv2_tiny,e5_small_v2,baseline,coco_retrieval,coco5_i2t_R@5,0.3758000135421753,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__e5_small_v2__baseline,convnextv2_tiny,e5_small_v2,baseline,coco_retrieval,coco5_i2t_R@10,0.5163999795913696,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__e5_small_v2__baseline,convnextv2_tiny,e5_small_v2,baseline,coco_retrieval,coco5_mean_rank_i2t,33.21620178222656,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__e5_small_v2__baseline,convnextv2_tiny,e5_small_v2,baseline,coco_retrieval,coco5_median_rank_i2t,10.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__e5_small_v2__baseline,convnextv2_tiny,e5_small_v2,baseline,coco_retrieval,coco5_t2i_R@1,0.130606859922409,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__e5_small_v2__baseline,convnextv2_tiny,e5_small_v2,baseline,coco_retrieval,coco5_t2i_R@5,0.3496841788291931,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__e5_small_v2__baseline,convnextv2_tiny,e5_small_v2,baseline,coco_retrieval,coco5_t2i_R@10,0.4846885800361633,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__e5_small_v2__baseline,convnextv2_tiny,e5_small_v2,baseline,coco_retrieval,coco5_mean_rank_t2i,37.75673675537109,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__e5_small_v2__baseline,convnextv2_tiny,e5_small_v2,baseline,coco_retrieval,coco5_median_rank_t2i,11.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__e5_small_v2__baseline,convnextv2_tiny,e5_small_v2,baseline,coco_retrieval,coco5_num_image_queries,5000.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
convnextv2_tiny__e5_small_v2__baseline,convnextv2_tiny,e5_small_v2,baseline,coco_retrieval,coco5_num_text_queries,25014.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__baseline,dinov2_vits14,all_minilm_l6_v2,baseline,coco_retrieval,coco5_i2t_R@1,0.179199993610382,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__baseline,dinov2_vits14,all_minilm_l6_v2,baseline,coco_retrieval,coco5_i2t_R@5,0.4469999969005584,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__baseline,dinov2_vits14,all_minilm_l6_v2,baseline,coco_retrieval,coco5_i2t_R@10,0.5885999798774719,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__baseline,dinov2_vits14,all_minilm_l6_v2,baseline,coco_retrieval,coco5_mean_rank_i2t,27.20940017700196,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__baseline,dinov2_vits14,all_minilm_l6_v2,baseline,coco_retrieval,coco5_median_rank_i2t,7.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__baseline,dinov2_vits14,all_minilm_l6_v2,baseline,coco_retrieval,coco5_t2i_R@1,0.1543535590171814,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__baseline,dinov2_vits14,all_minilm_l6_v2,baseline,coco_retrieval,coco5_t2i_R@5,0.4019748866558075,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__baseline,dinov2_vits14,all_minilm_l6_v2,baseline,coco_retrieval,coco5_t2i_R@10,0.5470536351203918,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
