audit_id,query_caption,candidate_A,candidate_B,candidate_C,candidate_D,candidate_E,rubric_categories,candidate_F,audit_label,audit_rationale,audit_confidence
audit_010,"A man in jeans, working with cables on a desk.",data/flickr30k/validation_images/27171.jpg,data/flickr30k/validation_images/24395.jpg,data/flickr30k/validation_images/2388.jpg,data/flickr30k/validation_images/13895.jpg,data/flickr30k/validation_images/10014.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate E shows a man in jeans actively handling cables on a desk.,high
audit_011,A man in a tan shirt about to send a green bowling ball down the lane.,data/flickr30k/validation_images/26756.jpg,data/flickr30k/validation_images/1102.jpg,data/flickr30k/validation_images/23721.jpg,data/flickr30k/validation_images/5224.jpg,data/flickr30k/validation_images/23322.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate B shows a man at a bowling lane about to release a green ball.,high
audit_012,A black poodle jumping on the head of a white poodle while walking in the snow.,data/flickr30k/validation_images/11076.jpg,data/flickr30k/validation_images/17885.jpg,data/flickr30k/validation_images/3631.jpg,data/flickr30k/validation_images/12708.jpg,data/flickr30k/validation_images/4960.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate C shows a black poodle-like dog jumping onto a white dog while moving through snow.,high
audit_013,Several people gather around a blue car in Asia with a small toddler on the hood of the car.,data/flickr30k/validation_images/23785.jpg,data/flickr30k/validation_images/12993.jpg,data/flickr30k/validation_images/28721.jpg,data/flickr30k/validation_images/21260.jpg,data/flickr30k/validation_images/22477.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate D shows several people gathered around a blue car with a small child on its hood.,high
audit_014,Two young men in blue jeans and sneakers cross an urban street.,data/flickr30k/validation_images/6666.jpg,data/flickr30k/validation_images/25866.jpg,data/flickr30k/validation_images/22827.jpg,data/flickr30k/validation_images/21130.jpg,data/flickr30k/validation_images/16365.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Candidate D is the only urban street scene showing two young men in jeans and sneakers crossing together.,medium
audit_015,A man and a boy are outside playing with a dog in the evening.,data/flickr30k/validation_images/9154.jpg,data/flickr30k/validation_images/15795.jpg,data/flickr30k/validation_images/25077.jpg,data/flickr30k/validation_images/6171.jpg,data/flickr30k/validation_images/24307.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate D shows a man and boy outdoors interacting with a dog in evening light.,high
audit_016,Three young children stand around a blue and white barrel.,data/flickr30k/validation_images/9896.jpg,data/flickr30k/validation_images/10792.jpg,data/flickr30k/validation_images/293.jpg,data/flickr30k/validation_images/5515.jpg,data/flickr30k/validation_images/30385.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate C shows three young children gathered around a blue-and-white barrel.,high
audit_017,A man in a red muscle shirt poses for a picture beside a stone building whilst other people pass by.,data/flickr30k/validation_images/24808.jpg,data/flickr30k/validation_images/25006.jpg,data/flickr30k/validation_images/25208.jpg,data/flickr30k/validation_images/4054.jpg,data/flickr30k/validation_images/12446.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate D shows a man posing in a red muscle shirt beside a stone building while other people pass.,high
audit_018,A man standing on the street with a large bag on his back and holding several shopping bags in his hands,data/flickr30k/validation_images/27606.jpg,data/flickr30k/validation_images/22872.jpg,data/flickr30k/validation_images/10557.jpg,data/flickr30k/validation_images/11244.jpg,data/flickr30k/validation_images/25205.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate C shows a street pedestrian carrying a large backpack and multiple shopping bags.,high
audit_019,A little girl happily jumping on a bed.,data/flickr30k/validation_images/10801.jpg,data/flickr30k/validation_images/24106.jpg,data/flickr30k/validation_images/28190.jpg,data/flickr30k/validation_images/15701.jpg,data/flickr30k/validation_images/14821.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate D shows a little girl joyfully on a bed in a pose consistent with jumping.,medium
audit_020,Three women run barefoot on the sand towards the water.,data/flickr30k/validation_images/21237.jpg,data/flickr30k/validation_images/10801.jpg,data/flickr30k/validation_images/14388.jpg,data/flickr30k/validation_images/30437.jpg,data/flickr30k/validation_images/30420.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate A shows exactly three women running barefoot across sand toward the water.,high
audit_021,"A young baseball player wearing a yellow shirt and a blue helmet with ""T"" on it slides into home plate and the catcher, while teammate watch.",data/flickr30k/validation_images/27106.jpg,data/flickr30k/validation_images/14303.jpg,data/flickr30k/validation_images/20439.jpg,data/flickr30k/validation_images/19925.jpg,data/flickr30k/validation_images/12846.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,"Only candidate D shows the yellow-shirted, blue-helmeted youth sliding at home plate with catcher and teammates present.",high
audit_022,Three men are raking a path surrounded by trees.,data/flickr30k/validation_images/22477.jpg,data/flickr30k/validation_images/628.jpg,data/flickr30k/validation_images/23283.jpg,data/flickr30k/validation_images/5013.jpg,data/flickr30k/validation_images/7646.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate C shows three men actively raking a tree-lined path.,high
audit_023,One man in a red shirt and another in a gray shirt walking down a courtyard.,data/flickr30k/validation_images/12483.jpg,data/flickr30k/validation_images/11208.jpg,data/flickr30k/validation_images/13943.jpg,data/flickr30k/validation_images/19688.jpg,data/flickr30k/validation_images/25866.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,"Candidate C is the only scene with two men, one red-shirted and one gray-shirted, walking together through a courtyard-like urban space.",medium
audit_024,The sun is setting behind a group of people.,data/flickr30k/validation_images/25142.jpg,data/flickr30k/validation_images/20129.jpg,data/flickr30k/validation_images/3979.jpg,data/flickr30k/validation_images/1145.jpg,data/flickr30k/validation_images/3085.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate E depicts the setting sun directly behind a silhouetted group of people.,high
audit_025,A little girl stands in a puddle of water in the middle of the street.,data/flickr30k/validation_images/6992.jpg,data/flickr30k/validation_images/16709.jpg,data/flickr30k/validation_images/7330.jpg,data/flickr30k/validation_images/16208.jpg,data/flickr30k/validation_images/18916.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate A shows a little girl standing in a street puddle.,high
audit_026,Person in a long red coat walking in front of a building.,data/flickr30k/validation_images/22152.jpg,data/flickr30k/validation_images/9079.jpg,data/flickr30k/validation_images/12483.jpg,data/flickr30k/validation_images/462.jpg,data/flickr30k/validation_images/161.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate C clearly shows a person in a long reddish coat walking directly in front of a building.,medium
audit_027,Two people crossing the street downtown.,data/flickr30k/validation_images/6666.jpg,data/flickr30k/validation_images/16365.jpg,data/flickr30k/validation_images/22872.jpg,data/flickr30k/validation_images/3203.jpg,data/flickr30k/validation_images/19743.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,underspecified,"Multiple candidates show two people crossing a downtown street, and the caption provides no discriminating appearance or location details.",high
audit_028,Many people eating at a banquet.,data/flickr30k/validation_images/14887.jpg,data/flickr30k/validation_images/10982.jpg,data/flickr30k/validation_images/29095.jpg,data/flickr30k/validation_images/12984.jpg,data/flickr30k/validation_images/419.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate B clearly depicts many people seated and eating together at banquet tables.,high
audit_029,A brown dog carrying a stick.,data/flickr30k/validation_images/8107.jpg,data/flickr30k/validation_images/6089.jpg,data/flickr30k/validation_images/4053.jpg,data/flickr30k/validation_images/3096.jpg,data/flickr30k/validation_images/19824.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,multiple_plausible,"Candidates B and D both show a brown dog carrying a stick, so more than one candidate fully satisfies the otherwise specific caption.",high
audit_030,A black and brown dog staring off into the distance at something,data/flickr30k/validation_images/10214.jpg,data/flickr30k/validation_images/15825.jpg,data/flickr30k/validation_images/9724.jpg,data/flickr30k/validation_images/10947.jpg,data/flickr30k/validation_images/4906.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Candidate D is the only scene clearly containing a black-and-brown dog standing and staring into the distance.,medium
audit_031,Young boy throws a rock into the water.,data/flickr30k/validation_images/1155.jpg,data/flickr30k/validation_images/11293.jpg,data/flickr30k/validation_images/2605.jpg,data/flickr30k/validation_images/7610.jpg,data/flickr30k/validation_images/4280.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate A shows a young boy in the act of throwing a rock into water.,high
audit_032,A man with a bucket and a girl in a hat on the beach.,data/flickr30k/validation_images/12968.jpg,data/flickr30k/validation_images/6791.jpg,data/flickr30k/validation_images/16134.jpg,data/flickr30k/validation_images/3979.jpg,data/flickr30k/validation_images/29277.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate C shows a man carrying a bucket beside a hat-wearing girl on a beach.,high
audit_033,Three men looking out the door towards an area secured with Caution tape.,data/flickr30k/validation_images/628.jpg,data/flickr30k/validation_images/26609.jpg,data/flickr30k/validation_images/1052.jpg,data/flickr30k/validation_images/26811.jpg,data/flickr30k/validation_images/29111.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/1716.jpg,no_match,No candidate shows three men looking through a door toward a caution-taped area.,high
audit_034,"Wearing identical necklaces, a woman and a man with a painted face embrace.",data/flickr30k/validation_images/10363.jpg,data/flickr30k/validation_images/6248.jpg,data/flickr30k/validation_images/22099.jpg,data/flickr30k/validation_images/8339.jpg,data/flickr30k/validation_images/25165.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate D shows a woman embracing a painted-face man while the pair wear matching necklaces.,high
audit_035,A mid-age women busy in making woolen sweaters sitting in her stall.,data/flickr30k/validation_images/27357.jpg,data/flickr30k/validation_images/12507.jpg,data/flickr30k/validation_images/17030.jpg,data/flickr30k/validation_images/26141.jpg,data/flickr30k/validation_images/4768.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/16632.jpg,unique,Candidate F is the only scene showing a middle-aged woman seated at a market stall making a woollen item.,medium
audit_036,A wide-eyed person brandishes an axe while wearing a fur hat and traditional medieval garb.,data/flickr30k/validation_images/27560.jpg,data/flickr30k/validation_images/16811.jpg,data/flickr30k/validation_images/11208.jpg,data/flickr30k/validation_images/29640.jpg,data/flickr30k/validation_images/1616.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,no_match,"No candidate combines a wide-eyed person, a brandished axe, a fur hat, and traditional medieval clothing; the closest scenes omit or contradict key objects.",medium
audit_037,"2 females, 1 from germany and 1 from China, compete in a wrestling match on a mat.",data/flickr30k/validation_images/27717.jpg,data/flickr30k/validation_images/27217.jpg,data/flickr30k/validation_images/18956.jpg,data/flickr30k/validation_images/28087.jpg,data/flickr30k/validation_images/25571.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/29365.jpg,unique,Only candidate D shows two female competitors from the indicated countries grappling on a martial-arts mat.,high
audit_038,Two elderly women with gray hair engaging in conversation.,data/flickr30k/validation_images/17216.jpg,data/flickr30k/validation_images/12018.jpg,data/flickr30k/validation_images/6248.jpg,data/flickr30k/validation_images/4141.jpg,data/flickr30k/validation_images/18440.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate D clearly shows two elderly gray-haired women engaged face-to-face in conversation.,high
audit_039,A team of soccer players is huddled and having a serious discussion.,data/flickr30k/validation_images/29803.jpg,data/flickr30k/validation_images/5479.jpg,data/flickr30k/validation_images/27571.jpg,data/flickr30k/validation_images/5516.jpg,data/flickr30k/validation_images/15616.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate A shows a soccer team tightly huddled in discussion.,high
audit_040,A man is holding a cross with a photo of Jesus on it.,data/flickr30k/validation_images/15716.jpg,data/flickr30k/validation_images/29843.jpg,data/flickr30k/validation_images/19163.jpg,data/flickr30k/validation_images/27707.jpg,data/flickr30k/validation_images/12521.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate C shows a man holding a cross bearing a picture of Jesus.,high
audit_041,Sports fans are tailgating.,data/flickr30k/validation_images/22038.jpg,data/flickr30k/validation_images/4077.jpg,data/flickr30k/validation_images/5479.jpg,data/flickr30k/validation_images/22834.jpg,data/flickr30k/validation_images/25226.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Candidate A is the only scene consistent with a sports fan socialising beside a vehicle in a tailgating setting.,medium
audit_042,A man rides large waves on a wind sail.,data/flickr30k/validation_images/282.jpg,data/flickr30k/validation_images/11401.jpg,data/flickr30k/validation_images/5371.jpg,data/flickr30k/validation_images/10752.jpg,data/flickr30k/validation_images/29509.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,multiple_plausible,"Candidates B, C, and D all show a man windsurfing on substantial waves, so the caption does not identify one.",high
audit_043,Several men walking past a tent notice a sign.,data/flickr30k/validation_images/15506.jpg,data/flickr30k/validation_images/14686.jpg,data/flickr30k/validation_images/6318.jpg,data/flickr30k/validation_images/20098.jpg,data/flickr30k/validation_images/26811.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate B shows several men walking past a tent carrying a prominent notice sign.,medium
audit_044,"Two young girls wearing hijabs stand in a dirt courtyard, one has her arms folded and looks away the other is staring into the camera with her hands on her hips.",data/flickr30k/validation_images/13597.jpg,data/flickr30k/validation_images/28990.jpg,data/flickr30k/validation_images/10244.jpg,data/flickr30k/validation_images/28787.jpg,data/flickr30k/validation_images/30369.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,"Candidate B uniquely contains hijab-wearing girls in a dirt courtyard, including the described hands-on-hips posture.",medium
audit_045,A boy standing next to a desk in classroom.,data/flickr30k/validation_images/10746.jpg,data/flickr30k/validation_images/21371.jpg,data/flickr30k/validation_images/13332.jpg,data/flickr30k/validation_images/3175.jpg,data/flickr30k/validation_images/16655.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate A shows a boy standing beside a classroom desk.,high
audit_046,A couple of industrial construction workers appear to be trying to place something on a crane.,data/flickr30k/validation_images/6557.jpg,data/flickr30k/validation_images/29609.jpg,data/flickr30k/validation_images/4734.jpg,data/flickr30k/validation_images/14210.jpg,data/flickr30k/validation_images/1520.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/6542.jpg,unique,Only candidate D shows a pair of industrial workers positioned on a crane while handling its rigging.,high
audit_047,"Two Asian children, a boy and a girl, the girl looking squarely at the camera and the boy making a face.",data/flickr30k/validation_images/14199.jpg,data/flickr30k/validation_images/16412.jpg,data/flickr30k/validation_images/29277.jpg,data/flickr30k/validation_images/15633.jpg,data/flickr30k/validation_images/30385.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/3969.jpg,unique,Only candidate C shows an Asian boy making a face beside a girl looking directly at the camera.,high
audit_048,A dark man with glasses who is wearing a white shirt is sitting in the middle of small boxes that are filled with various materials.,data/flickr30k/validation_images/13261.jpg,data/flickr30k/validation_images/1365.jpg,data/flickr30k/validation_images/203.jpg,data/flickr30k/validation_images/29505.jpg,data/flickr30k/validation_images/16353.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Candidate E is the only scene showing a dark-skinned man with glasses and a white shirt seated amid many small merchandise boxes.,medium
audit_049,People in a group gathered smiling.,data/flickr30k/validation_images/12984.jpg,data/flickr30k/validation_images/11497.jpg,data/flickr30k/validation_images/14898.jpg,data/flickr30k/validation_images/20284.jpg,data/flickr30k/validation_images/7203.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,underspecified,"Several candidates show a gathered group with smiling members, and the caption contains no detail that distinguishes them.",high
audit_050,A small blond girl is holding a sandwich.,data/flickr30k/validation_images/20920.jpg,data/flickr30k/validation_images/16923.jpg,data/flickr30k/validation_images/16709.jpg,data/flickr30k/validation_images/15636.jpg,data/flickr30k/validation_images/7016.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate B shows a small blond girl holding and eating a sandwich.,high
audit_051,Man in a suit smoking a cigar and reading a paper walking on the street.,data/flickr30k/validation_images/27732.jpg,data/flickr30k/validation_images/19652.jpg,data/flickr30k/validation_images/12483.jpg,data/flickr30k/validation_images/19743.jpg,data/flickr30k/validation_images/20171.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,no_match,No candidate visibly combines a suited man walking in the street while both smoking a cigar and reading a paper.,medium
